departamento,provincia,ubigeo,pob2017,pob2020,pobreza,desempleo_n,ingreso_porc,nosec25,nosec25_porc,p65amas,p65amas_porc,p17amenos,p17amenos_porc,pmayorde5disc,pmayorde5disc_porc,hogarmonop,pobind,esp2dalengua,esp2dalengua_porc,vivprecaria,hacinam,carret_asfalt,adultos_hta_freq,adultos_hyperchol_freq,adultos_ecv_freq,adultos_asma_freq,adultos_epoc_freq,tabaco,cancer_c,cancer_d,vih,obes_imc30_freq,adultos_diabetes_freq,densidadpob,mortalidad_iras,mortalidad_irasx100000,n_camas_hospitalarias,n_camas_uci,n_medicos,n_ventiladores,gastoregsalud_porc,gastoxcapitasalud,labcovid,n_emergencia,desempleo_porc,hogarmonop_porc,hacinam_porc,hta_porc,coles_porc,ecv_porc,asma_porc,epoc_porc,obesidad_porc,diabetes_porc,cancer_n,cancer_porc,camas_hospix100mil,camas_ucix100mil,medicosx100mil,ventiladoresx100mil,labcovidx100mil,emergenciax100mil
ANCASH,HUAYLAS,212,51334,56557,80,33541,558.62,18729,.36484591,7391.2785,.14398407,19514.36,.38014493,4821,.09391436,8888,.54827551,26825,.5225581500000001,.68371833,7302,.65560109,220,1431,4,72,1226,16.06,19,251,76.34,2969,69,22.387266,2,3.8960533,101,0,36,0,.45715783,45.30648,0,1,.6533876,.1731406,.1422449,.0042857,.0278763,.0000779,.0014026,.0238828,.0578369,.0013441,270,.0052597,196.7507,0,70.12896000000001,11.002665,0,1.948027
ANCASH,MARISCAL LUZURIAGA,213,20284,21787,18,16891,247.25,7475,.36851706,3105.1007,.15308128,8634.6872,.42568957,2627,.12951094,3078,.7834507000000001,17291,.85244528,.92965166,3104,0,103,254,0,61,131,16.06,4,38,0,1392,7,27.74829,0,0,28,0,9,0,.45715783,45.30648,0,1,.8327253,.1517452,.153027,.0050779,.0125222,0,.0030073,.0064583,.0686255,.0003451,42,.0020706,138.0398,0,44.36995,11.002665,0,4.929994
ANCASH,OCROS,214,7039,7224,125,3848,604.55,2215,.31467538,1549.0735,.22007011,2095.4551,.29769215,903,.12828527,1163,.37823105,1275,.18113368,.84582189,1045,.01137991,31,6,0,15,244,16.06,3,7,57.7,682,7,3.0791776,1,14.206563,6,0,6,0,.45715783,45.30648,0,0,.5466685999999999,.1652223,.1484586,.004404,.0008524,0,.002131,.034664,.0968888,.0009945,10,.0014207,85.23938,0,85.23938,11.002665,0,0
ANCASH,PALLASCA,215,23491,24371,9,16690,394.54,8264,.3517943,3788.1188,.1612583,9744.242899999999,.4148075,1910,.08130773,3886,.04624965,659,.0280533,.85074161,2694,.52274221,60,202,3,38,249,16.06,2,18,0,1662,22,11.180866,3,12.770848,55,0,20,0,.45715783,45.30648,0,3,.7104849,.1654251,.1146822,.0025542,.008599,.0001277,.0016176,.0105998,.0707505,.0009365,20,.0008514,234.1322,0,85.13899000000001,11.002665,0,12.77085
ANCASH,POMABAMBA,216,24794,26675,58,19138,386.53,8980,.3621844,3665.6923,.14784594,10523.122,.42442211,2285,.09215939,3921,.75090812,19597,.79039284,.82214862,3326,0,122,284,2,37,212,16.06,14,114,13.8,3219,126,8.336919999999999,3,12.099702,54,0,24,0,.45715783,45.30648,0,2,.7718803,.1581431,.1341454,.0049205,.0114544,.0000807,.0014923,.0085505,.1298298,.0050819,128,.0051625,217.7946,0,96.79761999999999,11.002665,0,8.066466999999999
ANCASH,RECUAY,217,17185,18085,126,11818,541.72,5127,.29834158,3637.281,.21165441,5363.784,.31212011,2326,.1353506,3757,.63161361,6994,.40698283,.7037765499999999,2383,.60559367,39,295,3,9,228,16.06,16,79,0,2003,16,7.4581523,2,11.638056,8,0,23,0,.45715783,45.30648,0,1,.6876928,.2186209,.1386674,.0022694,.0171661,.0001746,.0005237,.0132674,.1165551,.000931,95,.0055281,46.55223,0,133.8376,11.002665,0,5.819028
ANCASH,SANTA,218,435807,474053,163,241710,1066.78,68015,.15606679,58554.191,.13435808,135100.49,.31000073,54594,.12527105,113551,.07417663,14415,.03307657,.26615963,54638,.33955283,1668,5754,282,1027,1388,16.06,531,5806,398.1,14330,2299,108.81573,29,6.6543218,716,28,355,32,.45715783,45.30648,0,4,.5546262,.2605534,.125372,.0038274,.0132031,.0006471,.0023565,.0031849,.0328815,.0052753,6337,.0145408,164.2929,6.424862381742376,81.45808,11.002665,0,.9178375
ANCASH,SIHUAS,219,26971,28630,20,20698,309.2,9401,.34855956,4135.6843,.15333819,11179.753,.41451014,2422,.08980016,4126,.43501455,10293,.38163212,.85689949,3416,0,117,173,8,39,101,16.06,8,233,17.4,2297,25,18.524038,1,3.707686,64,0,21,0,.45715783,45.30648,0,2,.7674168,.1529791,.1266546,.004338,.0064143,.0002966,.001446,.0037448,.0851655,.0009269,241,.0089355,237.2919,0,77.8614,11.002665,0,7.415372
ANCASH,YUNGAY,220,50841,55769,69,34102,398.3,20158,.39649102,7377.3394,.1451061,18917.638,.37209414,4794,.09429398,7224,.60770454,35057,.68954191,.76551338,7204,.01146956,142,437,9,59,896,16.06,24,140,0,2384,64,183.54152,11,21.636081,79,0,19,0,.45715783,45.30648,0,1,.6707578,.1420901,.1416967,.002793,.0085954,.000177,.0011605,.0176236,.0468913,.0012588,164,.0032257,155.3864,0,37.37141,11.002665,0,1.966916
APURIMAC,ABANCAY,301,110520,120116,134,63463,771.42,20628,.18664495,12671.834,.11465648,36671.437,.33180815,11157,.10095005,22324,.78976199,55051,.49810894,.43372756,15820,.00365114,479,4434,163,310,601,13.44,284,1065,53.28,9641,348,32.062663,18,16.286645,377,27,177,24,.8922064199999999,142.0148,1,5,.5742218,.2019906,.1431415,.0043341,.0401194,.0014748,.0028049,.0054379,.0872331,.0031488,1349,.0122059,341.1147,24.4299674267101,160.152,24.523001,.9048136,4.524068
APURIMAC,ANDAHUAYLAS,302,142477,150758,78,89694,500.54,42386,.29749363,17783.116,.12481394,53028.775,.37219183,15005,.10531524,21910,.88867131,98904,.6941752,.74299945,20181,.00609125,423,2560,89,135,913,13.44,128,1008,105.52,7284,203,35.73539,11,7.7205444,330,16,175,4,.8922064199999999,142.0148,1,13,.6295332,.1537792,.1416439,.0029689,.0179678,.0006247,.0009475,.0064081,.051124,.0014248,1136,.0079732,231.6163,11.22988271791236,122.8268,24.523001,.7018677,9.124280000000001
APURIMAC,ANTABAMBA,303,11310,11781,99,7795,436.29,3557,.31450044,2068.4906,.18289042,3850.5876,.34045867,1516,.13404067,2065,.91011612,8497,.75128205,.89171493,1798,.00849969,77,308,2,12,65,13.44,17,57,27.55,814,23,3.5135026,0,0,17,0,13,0,.8922064199999999,142.0148,1,1,.6892131,.1825818,.1589744,.0068081,.0272325,.0001768,.001061,.0057471,.0719717,.0020336,74,.0065429,150.3095,0,114.9425,24.523001,8.841733,8.841733
APURIMAC,AYMARAES,304,24307,24570,81,15850,414.12,8457,.34792447,5089.856,.20939878,7897.8407,.32492042,3001,.12346238,3495,.88085477,16971,.69819394,.82346096,3665,.00241504,49,1830,20,79,115,13.44,18,40,0,3198,37,5.769427,1,4.1140412,21,0,27,0,.8922064199999999,142.0148,1,0,.6520755,.1437857,.1507796,.0020159,.075287,.0008228,.0032501,.0047311,.131567,.0015222,58,.0023861,86.39487,0,111.0791,24.523001,4.114041,0
APURIMAC,CHINCHEROS,306,45247,46544,43,31565,358.94,14961,.33065176,6867.7788,.15178418,17822.057,.39388373,4341,.09594006,6522,.90090116,31662,.6997591,.83224466,6382,.01361899,380,1477,20,62,161,13.44,30,276,38.085,2836,97,36.42108,2,4.4201826,106,0,50,0,.8922064199999999,142.0148,1,4,.6976153,.1441422,.141048,.0083983,.032643,.000442,.0013703,.0035582,.0626782,.0021438,306,.0067629,234.2697,0,110.5046,24.523001,2.210091,8.840365
APURIMAC,COTABAMBAS,305,50656,55208,50,35532,402.15,14963,.29538455,5640.1315,.11134183,19135.61,.37775605,5123,.10113313,6804,.9103121,36580,.72212571,.81524361,7118,.01102941,200,940,8,66,86,13.44,22,124,32.8,2203,79,19.38815,2,3.9481996,157,0,46,0,.8922064199999999,142.0148,1,5,.7014371,.1343178,.1405164,.0039482,.0185565,.0001579,.0013029,.0016977,.0434894,.0015595,146,.0028822,309.9337,0,90.80859,24.523001,1.9741,9.870499000000001
APURIMAC,GRAU,307,21242,21759,42,16940,282.97,6676,.31428302,3971.3379,.18695687,7906.757,.37222281,2968,.13972319,3302,.92304182,17144,.80708031,.88072478,3536,.00316658,213,1918,7,45,366,13.44,26,55,0,2120,43,9.7685926,1,4.7076546,15,0,24,0,.8922064199999999,142.0148,1,0,.7974767,.1554468,.1664627,.0100273,.0902928,.0003295,.0021184,.01723,.0998023,.0020243,81,.0038132,70.61481999999999,0,112.9837,24.523001,4.707654,0
AREQUIPA,AREQUIPA,401,1080635,1175765,187,538104,1190.47,107843,.09979595,136179.91,.12601842,312163.11,.28887007,117409,.10864816,274619,.33294985,184019,.17028784,.10089541,122413,.39069981,3214,9237,645,1949,7630,20.69,8750,10416,2597.9,38490,2713,111.53146,149,13.788189,2304,121,1223,87,.98662185,17.28787,6,8,.4979517,.2541274,.1132788,.0029742,.0085478,.0005969,.0018036,.0070607,.0356179,.0025106,19166,.0177359,213.208,11.19712021172736,113.1742,10.35574,.5552291,.7403054999999999
AREQUIPA,CAMANA,402,59370,61708,171,29560,1057.13,9807,.16518444,7166.8491,.12071499,18089.721,.30469464,5650,.09516591,12489,.2803781,10763,.18128685,.27406506,8426,0,515,2021,31,214,672,20.69,64,425,798.9,5748,651,14.848885,23,38.740104,105,0,79,0,.98662185,17.28787,6,2,.4978946,.2103588,.1419235,.0086744,.0340408,.0005221,.0036045,.0113188,.0968166,.0109651,489,.0082365,176.857,0,133.0638,10.35574,10.10611,3.368705
AREQUIPA,CARAVELI,403,41346,43690,174,19347,1151.22,6855,.16579597,4692.652,.11349712,12889.733,.31175285,3173,.07674261,7648,.29635108,7413,.17929183,.26388889,5555,.43987136,225,524,9,94,387,20.69,27,131,294.32,2406,209,3.1466089,0,0,26,0,32,0,.98662185,17.28787,6,4,.4679292,.1849756,.134354,.0054419,.0126735,.0002177,.0022735,.00936,.0581918,.0050549,158,.0038214,62.88395,0,77.39564,10.35574,14.51168,9.674455
AREQUIPA,CASTILLA,404,33629,34743,155,16630,1065.83,7843,.23322133,5510.776,.16386975,11226.496,.33383379,3550,.10556365,6484,.38691668,7465,.22198103,.37804636,4468,.33563313,278,872,24,105,569,20.69,32,227,310.3,3812,203,4.8635617,1,2.973624,98,0,72,0,.98662185,17.28787,6,5,.4945137,.1928098,.1328615,.0082667,.02593,.0007137,.0031223,.0169199,.1133545,.0060365,259,.0077017,291.4152,0,214.1009,10.35574,17.84174,14.86812
AREQUIPA,CAYLLOMA,405,86771,97458,157,41951,1043.72,19997,.23045718,10411.421,.11998733,30244.43,.34855459,9188,.10588791,18337,.57617799,30605,.35271001,.41531195,12982,.20298503,551,989,34,179,251,20.69,120,692,1184.9,5358,345,6.1893254,5,5.7622939,86,0,122,2,.98662185,17.28787,6,3,.483468,.2113264,.1496122,.00635,.0113978,.0003918,.0020629,.0028927,.0617487,.003976,812,.009358,99.11145999999999,0,140.6,10.35574,6.914752,3.457376
AREQUIPA,CONDESUYOS,406,16118,16426,149,8132,1111.26,4172,.25884105,2654.2714,.16467747,4954.5429,.30739192,1498,.09293957,2577,.45800156,4689,.29091699,.68093866,2240,.18343482,120,261,5,33,104,20.69,15,39,201.1,1551,54,2.3163371,0,0,42,0,22,0,.98662185,17.28787,6,2,.5045291,.1598834,.1389751,.0074451,.0161931,.0003102,.0020474,.0064524,.0962278,.0033503,54,.0033503,260.5782,0,136.4934,10.35574,37.22546,12.40849
AREQUIPA,ISLAY,407,52034,54851,181,26058,1144.75,8492,.16320098,8849.453600000001,.1700706,14913.635,.28661328,6958,.13372026,11144,.2142256,7292,.14013914,.20375057,6754,0,379,801,18,321,610,20.69,50,214,245.6,3008,259,13.38843,2,3.8436407,74,4,45,0,.98662185,17.28787,6,2,.500788,.2141677,.1297998,.0072837,.0153938,.0003459,.006169,.0117231,.0578084,.0049775,264,.0050736,142.2147,7.687281392935388,86.48192,10.35574,11.53092,3.843641
AREQUIPA,LA UNION,408,12827,12797,79,9150,386.16,4634,.3612692,2506.4643,.19540534,4751.5392,.37043262,1451,.11312076,1977,.7490196099999999,7392,.5762844,.81471004,2039,.23670118,68,206,9,32,80,20.69,47,31,533,1266,28,2.7024692,0,0,17,0,27,0,.98662185,17.28787,6,2,.7133389999999999,.154128,.1589616,.0053013,.0160599,.0007016,.0024947,.0062368,.0986981,.0021829,78,.0060809,132.5329,0,210.4935,10.35574,46.77633,15.59211
AYACUCHO,CANGALLO,502,30443,32482,25,21835,307.46,11641,.38238676,5351.025,.17577194,11299.748,.37117722,2967,.09746083,5324,.92231363,25372,.8334264,.86484383,4891,.00958419,237,1886,11,42,1478,18.52,38,224,26.6,2471,89,15.887421,1,3.2848274,126,0,46,0,.96325301,19.48759,1,6,.7172421,.1748842,.1606609,.007785,.0619518,.0003613,.0013796,.0485497,.0811681,.0029235,262,.0086062,413.8882,0,151.1021,3.189295,3.284827,19.70896
AYACUCHO,HUAMANGA,501,282194,317801,132,162641,685.91,54195,.19204873,27746.619,.09832462,100536.84,.35626854,27830,.0986201,63481,.8083546,144863,.51334543,.42668157,38217,0,1220,9045,220,279,5806,18.52,638,2383,130.21,18979,1130,94.664207,29,10.276618,509,18,291,9,.96325301,19.48759,1,18,.5763447,.2249552,.1354281,.0043233,.0320524,.0007796,.0009887,.0205745,.0672552,.0040043,3021,.0107054,180.3724,6.378590614967008,103.1206,3.189295,.3543662,6.378591
AYACUCHO,HUANCA SANCOS,503,8409,8341,55,5851,507.48,2904,.34534427,1572.6776,.18702315,2890.2235,.34370597,1338,.15911523,1612,.91763134,6688,.79533833,.85433884,1043,.03106454,93,599,1,13,482,18.52,10,44,116,1058,20,2.9378164,0,0,12,0,9,0,.96325301,19.48759,1,1,.6958021,.1916994,.1240338,.0110596,.0712332,.0001189,.001546,.0573195,.1258176,.0023784,54,.0064217,142.7042,0,107.0282,3.189295,11.89202,11.89202
AYACUCHO,HUANTA,504,89466,97205,48,54619,453.55,24872,.27800505,9513.656300000001,.10633823,35904.54,.4013205,8185,.09148727,19045,.80160339,52162,.58303713,.64984973,14738,.04013617,447,2407,4,94,1528,18.52,51,189,43.62,5358,185,23.064727,0,0,132,0,65,0,.96325301,19.48759,1,6,.6105001,.2128742,.164733,.0049963,.0269041,.0000447,.0010507,.0170791,.0598887,.0020678,240,.0026826,147.5421,0,72.6533,3.189295,1.117743,6.706458
AYACUCHO,LA MAR,505,70653,75277,36,41933,339.11,23797,.33681514,7434.1381,.10522042,28771.014,.40721574,5626,.07962861,11168,.84988586,50727,.71797376,.70733132,12898,.00521009,196,3764,12,59,2173,18.52,78,352,46.71,6294,216,16.086199,6,8.492208400000001,159,0,57,0,.96325301,19.48759,1,8,.5935063,.1580683,.1825542,.0027741,.0532745,.0001698,.0008351,.0307559,.0890833,.0030572,430,.0060861,225.0435,0,80.67598,3.189295,1.415368,11.32294
AYACUCHO,LUCANAS,506,51328,51838,67,31197,591.8099999999999,14812,.28857544,10007.794,.19497728,16590.749,.32322998,6142,.11966178,9651,.7332786100000001,24816,.4834788,.78845599,6896,.00592253,402,2694,13,78,2372,18.52,61,244,81.794,4453,148,3.5411711,2,3.8965087,166,4,57,0,.96325301,19.48759,1,4,.6077969,.188026,.1343516,.007832,.052486,.0002533,.0015196,.0462126,.0867558,.0028834,305,.0059422,323.4102,7.793017456359102,111.0505,3.189295,1.948254,7.793017
AYACUCHO,PARINACOCHAS,507,27659,29139,75,16649,637.71,6846,.24751437,4160.1611,.15040895,9853.207,.35623873,3499,.12650494,4713,.70658021,14377,.51979464,.7250386,3837,.00518447,139,1086,1,29,1448,18.52,37,144,0,2648,48,4.6343025,0,0,61,2,32,0,.96325301,19.48759,1,1,.6019379,.1703966,.1387252,.0050255,.0392639,.0000362,.0010485,.0523519,.0957374,.0017354,181,.006544,220.543,7.23091941140316,115.6947,3.189295,3.61546,3.61546
AYACUCHO,PAUCAR DEL SARA SARA,508,9609,9909,112,5698,579.9400000000001,2426,.25247164,1926.2828,.20046652,3063.5817,.31882419,1308,.13612239,1984,.6432390100000001,4994,.51972109,.78249678,1297,.19733805,144,650,1,28,480,18.52,6,49,0,1207,56,4.5822604,0,0,46,0,14,0,.96325301,19.48759,1,3,.5929856999999999,.2064731,.1349776,.014986,.0676449,.0001041,.0029139,.0499532,.1256114,.0058279,55,.0057238,478.7179,0,145.6967,3.189295,10.40691,31.22073
AYACUCHO,SUCRE,509,9445,9292,39,6281,500.14,2985,.31604023,1996.7723,.21141051,3199.3016,.33872965,1003,.10619375,1524,.90918663,7266,.76929592,.85727083,1231,.00173732,151,400,5,7,822,18.52,16,18,36.94,445,19,5.28942,0,0,29,0,6,0,.96325301,19.48759,1,2,.6650079,.1613552,.1303335,.0159873,.0423504,.0005294,.0007411,.0870302,.0471149,.0020116,34,.0035998,307.0408,0,63.52568,3.189295,10.58761,21.17522
AYACUCHO,VICTOR FAJARDO,510,20109,19866,13,13491,430.04,7633,.37958128,4393.516,.21848506,6199.5276,.30829616,2461,.12238301,3315,.89445229,16414,.81625143,.87534664,2687,.00091252,149,742,6,38,1061,18.52,10,30,1,1152,17,8.897787599999999,1,4.9728977,56,0,10,0,.96325301,19.48759,1,3,.6708936,.1648516,.1336218,.0074096,.0368989,.0002984,.0018897,.0527624,.0572878,.0008454,40,.0019892,278.4823,0,49.72898,3.189295,4.972898,14.91869
AYACUCHO,VILCAS HUAMAN,511,16861,17063,45,12678,350.51,7146,.42381828,3713.9826,.2202706,5873.7217,.34836141,2396,.14210308,2604,.93481226,14428,.85570251,.87828357,2584,.00812432,284,1446,10,18,899,18.52,17,45,33.232,875,57,14.311299,1,5.9308463,25,0,11,0,.96325301,19.48759,1,2,.7519127,.1544392,.1532531,.0168436,.08576,.0005931,.0010676,.0533183,.0518949,.0033806,62,.0036771,148.2712,0,65.23931,3.189295,5.930846,11.86169
CAJAMARCA,CAJABAMBA,602,75687,83167,15,50941,453.77,29872,.39467808,9418.8079,.1244442,32242.398,.42599651,5398,.07132004,13317,.05004155,426,.00562844,.7845726200000001,10986,0,241,1066,26,34,46,11.92,80,367,14.5465,1977,116,41.870616,4,5.2849234,92,0,49,0,.91698585,29.78354,2,1,.6730482,.1759483,.1451504,.0031842,.0140843,.0003435,.0004492,.0006078,.0261207,.0015326,447,.0059059,121.5532,0,64.74030999999999,14.611505,2.642462,1.321231
CAJAMARCA,CAJAMARCA,601,348433,388170,92,208075,891.36,90450,.2595908,36728.666,.10541099,123394.24,.3541405,24785,.07113276,72368,.12359451,5768,.01655412,.44705452,47103,0,1875,1718,129,183,305,11.92,588,1310,42.88,9011,1044,116.93246,16,4.5919876,491,63,357,34,.91698585,29.78354,2,8,.5971736,.2076956,.1351852,.0053812,.0049306,.0003702,.0005252,.0008753,.0258615,.0029963,1898,.0054472,140.9166,18.08095100062279,102.4587,14.611505,.5739985,2.295994
CAJAMARCA,CELENDIN,603,79084,83916,4,52449,364.85,32573,.41187851,11101.601,.14037734,31602.904,.39961186,6564,.08300035,14191,.05225281,901,.01139295,.80820135,14146,.02067667,469,1451,39,66,142,11.92,48,170,3.618,2865,157,29.93803,3,3.7934348,61,0,28,0,.91698585,29.78354,2,1,.6632062,.1794421,.1788731,.0059304,.0183476,.0004931,.0008346,.0017956,.0362273,.0019852,218,.0027566,77.13317000000001,0,35.40539,14.611505,2.528957,1.264478
CAJAMARCA,CHOTA,604,142984,151714,3,95416,463.23,60492,.42306832,22300.858,.15596751,51924.043,.36314583,11965,.08368069,25017,.02785098,1769,.01237201,.73991902,26210,.00513794,862,2837,53,297,707,11.92,163,832,32.19,7733,390,37.676943,7,4.8956527,210,5,90,0,.91698585,29.78354,2,2,.6673194,.1749636,.1833072,.0060286,.0198414,.0003707,.0020772,.0049446,.054083,.0027276,995,.0069588,146.8696,3.496894757455379,62.94411,14.611505,1.398758,1.398758
CAJAMARCA,CONTUMAZA,605,27693,29357,40,18321,657.38,10703,.38648756,5090.6413,.18382412,9437.877699999999,.34080373,3449,.12454411,5227,.02771046,232,.00837757,.63840256,3746,.00881773,176,1397,7,462,124,11.92,11,51,22.195,1479,142,13.376128,0,0,69,0,22,0,.91698585,29.78354,2,3,.6615751,.1887481,.1352688,.0063554,.050446,.0002528,.0166829,.0044777,.053407,.0051276,62,.0022388,249.1604,0,79.44246,14.611505,7.222042,10.83306
CAJAMARCA,CUTERVO,606,120723,123948,5,76435,434.91,48555,.40220173,16285.259,.13489773,45336.599,.37554235,11288,.09350331,20220,.01820531,1281,.01061107,.72737193,24514,0,1377,2998,25,327,223,11.92,111,809,22.38,4038,357,39.862835,3,2.4850277,144,0,87,0,.91698585,29.78354,2,16,.6331437,.1674909,.2030599,.0114063,.0248337,.0002071,.0027087,.0018472,.0334485,.0029572,920,.0076208,119.2813,0,72.0658,14.611505,1.656685,13.25348
CAJAMARCA,HUALGAYOC,607,77944,83913,17,52664,490.02,36269,.46532126,11276.038,.14466845,26860.555,.3446135,7142,.09162989,12988,.11343824,740,.009494,.79351774,16419,0,305,821,11,64,74,11.92,43,229,6.364,2810,208,100.28176,1,1.2829724,40,0,46,0,.91698585,29.78354,2,1,.6756645999999999,.1666325,.2106512,.0039131,.0105332,.0001411,.0008211,.0009494,.0360515,.0026686,272,.0034897,51.3189,0,59.01673,14.611505,2.565945,1.282972
CAJAMARCA,JAEN,608,185432,203724,72,105870,809.43,53740,.28980974,20194.963,.10890765,69618.469,.37543935,17215,.09283727,33944,.0542744,3297,.0177801,.46929693,32732,0,1543,5927,71,472,165,11.92,361,985,44.5,7859,1078,35.435123,26,14.021312,279,10,153,9,.91698585,29.78354,2,4,.570937,.1830536,.1765175,.0083211,.0319632,.0003829,.0025454,.0008898,.0423821,.0058135,1346,.0072587,150.4595,5.392812459553907,82.51003,14.611505,1.078562,2.157125
CAJAMARCA,SAN IGNACIO,609,130620,145770,16,75537,429.46,44718,.34235186,13020.164,.09967971,57734.903,.44200661,10080,.07717042,19589,.02177633,1644,.01258613,.723003,23438,0,1045,3588,37,160,119,11.92,52,206,44.22,4652,468,26.176353,2,1.5311591,65,0,47,0,.91698585,29.78354,2,1,.5782958,.1499694,.1794365,.0080003,.027469,.0002833,.0012249,.000911,.0356148,.0035829,258,.0019752,49.76267,0,35.98224,14.611505,1.531159,.7655795
CAJAMARCA,SAN MARCOS,610,48103,51678,6,34064,465.14,20716,.43065921,6797.3247,.14130771,17830.082,.37066466,3093,.06429952,6818,.04434497,420,.00873126,.79388371,7856,0,233,467,18,97,129,11.92,33,114,0,1868,61,35.317915,0,0,43,0,24,0,.91698585,29.78354,2,3,.7081471,.1417375,.1633162,.0048438,.0097083,.0003742,.0020165,.0026817,.0388333,.0012681,147,.0030559,89.39152,0,49.89294,14.611505,4.157745,6.236617
CAJAMARCA,SAN MIGUEL,611,46043,47114,12,29894,469.65,20490,.44501879,8717.7325,.18933893,15029.44,.32642181,5113,.11104837,7580,.07471295,512,.01112004,.83779131,8028,.06156265,82,1282,22,53,97,11.92,35,103,33.62,2453,82,18.112903,1,2.1718828,113,0,22,0,.91698585,29.78354,2,1,.6492627,.1646287,.1743588,.0017809,.0278435,.0004778,.0011511,.0021067,.0532763,.0017809,138,.0029972,245.4228,0,47.78142,14.611505,4.343766,2.171883
CAJAMARCA,SAN PABLO,612,21102,22638,1,14588,393.44,8889,.42123969,3259.6358,.15447047,7978.2777,.37808159,1797,.0851578,3851,.08069533,125,.00592361,.81991261,3051,.98681115,46,432,10,12,19,11.92,26,72,14.61,893,42,31.401786,0,0,24,0,10,0,.91698585,29.78354,2,1,.6913089,.1824946,.1445834,.0021799,.020472,.0004739,.0005687,.0009004,.0423183,.0019903,98,.0046441,113.7333,0,47.38887,14.611505,9.477774999999999,4.738887
CAJAMARCA,SANTA CRUZ,613,37164,38602,10,24106,524.16,13917,.3744753,6756.5079,.1818025,12707.087,.34191925,3816,.10268001,5974,.01801617,418,.01124744,.81011984,7187,.0418751,246,771,7,106,35,11.92,25,87,0,1000,107,26.208745,1,2.690776,52,0,26,0,.91698585,29.78354,2,1,.6486385,.160747,.1933861,.0066193,.0207459,.0001884,.0028522,.0009418,.0269078,.0028791,112,.0030137,139.9203,0,69.96017000000001,14.611505,5.381552,2.690776
CALLAO,CALLAO,701,994494,1129854,158,512451,1162.47,89434,.08992915,124005.44,.12469199,303855.59,.30553788,107878,.10847526,238940,.11072953,61078,.06141616,.05702965,127464,.74662995,5424,22764,1165,3596,10012,27.06,1419,7336,911.3,45063,8033,6766.1859,241,24.233429,2189,111,1336,81,.98154018,20.62045,3,9,.5152882,.2402629,.1281697,.005454,.02289,.0011715,.0036159,.0100674,.0453125,.0080775,8755,.0088035,220.1119,11.16145497107071,134.3397,8.144845999999999,.301661,.9049829
CUSCO,ACOMAYO,802,22940,24000,70,16587,328.64,8614,.37550131,3666.6988,.15983866,9249.045099999999,.40318418,3249,.14163034,3469,.90558713,18881,.82306016,.88515568,3180,.60263205,90,142,3,1,218,14.45,7,28,34.58,632,27,24.192698,1,4.3591979,35,0,15,0,.9954592799999999,36.43407,3,3,.7230601,.1512206,.1386225,.0039233,.0061901,.0001308,.0000436,.0095031,.0275501,.001177,35,.0015257,152.5719,0,65.38797,13.6286,13.07759,13.07759
CUSCO,ANTA,803,56206,63131,113,36387,436.88,16618,.29566238,8320.3151,.14803251,20037.028,.35649269,5961,.10605629,8622,.84379077,35851,.6378500499999999,.7821858699999999,8278,.18487222,57,397,9,37,250,14.45,24,93,144.8,1927,18,29.958638,2,3.558339,44,0,28,0,.9954592799999999,36.43407,3,4,.6473864,.1534,.1472796,.0010141,.0070633,.0001601,.0006583,.0044479,.0342846,.0003203,117,.0020816,78.28345,0,49.81675,13.6286,5.337509,7.116678
CUSCO,CALCA,804,63155,71582,87,39542,464.23,20672,.32732167,8081.9,.12796928,24592.243,.38939503,7668,.12141556,9822,.87098833,42671,.67565513,.7090739,10314,.24221077,93,782,9,89,351,14.45,41,159,67.48,2795,51,14.306296,5,7.9170295,86,0,38,0,.9954592799999999,36.43407,3,3,.6261104,.1555221,.1633125,.0014726,.0123822,.0001425,.0014092,.0055578,.0442562,.0008075,200,.0031668,136.1729,0,60.16943,13.6286,4.750218,4.750218
CUSCO,CANAS,805,32484,34754,21,26203,207.71,12047,.3708595,5190.1589,.15977585,13133.828,.40431683,5073,.15616919,5100,.94575265,28332,.87218323,.92204582,4980,.89964272,10,58,8,19,188,14.45,21,34,0,560,6,15.440925,2,6.1568772,30,0,20,0,.9954592799999999,36.43407,3,3,.8066432,.1570004,.1533062,.0003078,.0017855,.0002463,.0005849,.0057875,.0172393,.0001847,55,.0016931,92.35316,0,61.56877,13.6286,9.235315999999999,9.235315999999999
CUSCO,CANCHIS,806,95774,106476,115,57682,604.52,25588,.26717063,12953.579,.13525152,34407.181,.35925388,12437,.12985779,21207,.8922082099999999,59159,.61769374,.6674381,11735,.05177133,189,676,71,44,225,14.45,100,420,43.05,3027,123,23.94787,11,11.485372,149,4,91,0,.9954592799999999,36.43407,3,6,.602272,.2214275,.122528,.0019734,.0070583,.0007413,.0004594,.0023493,.0316057,.0012843,520,.0054294,155.5746,4.176498841021572,95.01535,13.6286,3.132374,6.264748
