LORETO;PUTUMAYO;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;2;98;0;1;5;0;1;111;1;1;75;0;2;163;1;3;189;1;1;129;1;3;104;1;2;125;1;1;24;0;1;60;0;2;27;0;1;70;0;Moderate;Very Low;Moderate;Low;Moderate;Low;Very Low;Low
HUANUCO;HUANUCO;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;52;0;2;92;0;1;107;1;1;39;0;1;66;0;1;69;0;1;152;1;4;155;1;2;69;0;3;182;1;1;143;1;3;108;1;1;71;0;Low;Moderate;Moderate;Very Low;High;High;Moderate;Low
LA LIBERTAD;OTUZCO;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;3;175;1;2;49;0;0;21;0;1;46;0;2;140;1;1;40;0;1;88;0;4;122;1;2;111;1;2;109;1;1;119;1;3;76;0;1;72;0;Very High;Low;Very Low;Low;High;High;Low;Low
APURIMAC;ABANCAY;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;1;57;0;2;65;0;1;141;1;1;30;0;2;177;1;1;83;0;1;142;1;5;179;1;0;3;0;2;84;0;0;23;0;3;51;0;1;73;0;Low;Low;High;Very Low;Very High;Very Low;Low;Low
ICA;NAZCA;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;11;0;2;140;1;1;79;0;1;64;0;2;144;1;2;124;1;2;179;1;5;173;1;1;43;0;3;159;1;1;106;1;3;98;0;1;74;0;Very Low;High;Low;Low;Very High;Moderate;Moderate;Low
LA LIBERTAD;CHEPEN;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;63;0;2;147;1;0;8;0;1;76;0;2;157;1;1;16;0;2;162;1;4;158;1;2;96;0;2;111;1;1;112;1;3;95;0;1;75;0;Low;High;Very Low;Low;Very High;Moderate;Moderate;Low
SAN MARTIN;HUALLAGA;0;0;0;1;0;1;0;0;0;0;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;2;91;0;1;17;0;0;2;0;2;195;1;2;101;1;2;104;1;1;121;1;4;110;1;2;100;1;2;44;0;1;58;0;2;38;0;2;76;0;Moderate;Very Low;Very Low;Very High;Moderate;Low;Very Low;Low
LORETO;MAYNAS;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;45;0;2;134;1;0;50;0;1;77;0;2;179;1;2;108;1;2;190;1;5;166;1;2;89;0;2;152;1;1;136;1;3;120;1;2;77;0;Low;High;Low;Low;Very High;High;High;Low
CAJAMARCA;CAJABAMBA;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;1;0;0;1;3;170;1;2;72;0;0;24;0;1;42;0;1;66;0;0;1;0;1;78;0;2;30;0;2;129;1;2;126;1;1;149;1;2;45;0;2;78;0;Very High;Low;Very Low;Low;Very Low;High;Low;Low
AYACUCHO;HUAMANGA;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;1;66;0;2;94;0;1;144;1;1;5;0;2;168;1;2;135;1;1;159;1;5;187;1;2;73;0;2;136;1;1;115;1;3;122;1;2;79;0;Low;Moderate;High;Very Low;Very High;Moderate;High;Moderate
PUNO;SAN ROMAN;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;43;0;2;83;0;2;148;1;1;37;0;1;45;0;1;46;0;1;81;0;3;52;0;2;66;0;3;188;1;1;148;1;3;59;0;2;80;0;Low;Moderate;High;Very Low;Low;High;Low;Moderate
AMAZONAS;UTCUBAMBA;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;1;2;87;0;2;77;0;0;20;0;2;130;1;2;119;1;1;64;0;1;127;1;3;87;0;2;94;0;2;128;1;1;122;1;3;66;0;2;81;0;Moderate;Low;Very Low;High;Moderate;High;Low;Moderate
AMAZONAS;RODRIGUEZ DE MENDOZA;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;2;109;1;2;69;0;0;33;0;2;110;1;2;175;1;1;93;0;1;147;1;3;92;0;2;64;0;2;57;0;1;42;0;2;29;0;2;82;0;Moderate;Low;Very Low;Moderate;Moderate;Low;Very Low;Moderate
LIMA;BARRANCA;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;25;0;3;167;1;1;73;0;1;59;0;3;194;1;2;182;1;2;189;1;6;195;1;1;21;0;1;25;0;0;4;0;3;65;0;2;83;0;Very Low;Very High;Low;Low;Very High;Very Low;Low;Moderate
LORETO;DATEM DEL MARAÑON;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;2;103;1;1;16;0;1;118;1;1;87;0;1;57;0;2;164;1;1;82;0;2;27;0;3;195;1;2;51;0;1;141;1;2;46;0;2;84;0;Moderate;Very Low;High;Moderate;Very Low;High;Low;Moderate
JUNIN;CHUPACA;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;1;47;0;3;168;1;1;98;0;1;12;0;1;40;0;2;125;1;1;101;1;3;83;0;3;146;1;2;75;0;1;121;1;3;73;0;2;85;0;Low;Very High;Moderate;Very Low;Moderate;High;Low;Moderate
UCAYALI;ATALAYA;0;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;1;1;2;93;0;1;18;0;1;129;1;1;91;0;1;31;0;2;146;1;1;97;0;3;78;0;3;154;1;2;102;1;1;150;1;3;93;0;2;86;0;Moderate;Very Low;High;Moderate;Low;High;Moderate;Moderate
ANCASH;CORONGO;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;1;3;147;1;2;56;0;1;86;0;1;46;0;1;80;0;2;178;1;0;3;0;3;56;0;2;138;1;3;194;1;2;184;1;3;100;1;2;87;0;High;Low;Moderate;Low;Low;Very High;Moderate;Moderate
CAJAMARCA;SAN MARCOS;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;4;186;1;1;19;0;0;32;0;2;106;1;1;73;0;1;34;0;0;14;0;2;18;0;3;165;1;2;59;0;1;125;1;2;42;0;2;88;0;Very High;Very Low;Very Low;Moderate;Very Low;High;Low;Moderate
LIMA;CANTA;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;36;0;2;89;0;1;65;0;2;165;1;1;37;0;3;195;1;1;86;0;4;143;1;2;60;0;1;9;0;0;15;0;3;60;0;2;89;0;Very Low;Moderate;Low;Very High;High;Very Low;Low;Moderate
HUANUCO;MARAÑON;1;1;1;1;0;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;0;1;3;143;1;2;75;0;1;109;1;1;32;0;1;75;0;2;153;1;1;58;0;4;114;1;3;192;1;2;153;1;2;190;1;3;137;1;2;90;0;High;Low;Moderate;Very Low;Moderate;Very High;High;Moderate
AREQUIPA;CONDESUYOS;0;0;0;0;1;0;0;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;40;0;2;37;0;1;116;1;2;166;1;2;127;1;2;157;1;1;99;1;4;111;1;2;59;0;1;29;0;0;24;0;3;48;0;2;91;0;Low;Very Low;Moderate;Very High;Moderate;Very Low;Low;Moderate
CAJAMARCA;CUTERVO;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;1;0;1;1;1;0;1;0;1;0;3;166;1;2;80;0;0;17;0;1;98;0;2;152;1;1;49;0;1;94;0;3;95;0;2;120;1;2;62;0;1;80;0;3;81;0;2;92;0;Very High;Moderate;Very Low;Moderate;Moderate;Moderate;Moderate;Moderate
LA LIBERTAD;BOLIVAR;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;3;177;1;2;64;0;0;38;0;1;86;0;1;61;0;2;96;0;0;4;0;2;9;0;3;149;1;1;35;0;1;83;0;2;31;0;2;93;0;Very High;Low;Very Low;Moderate;Very Low;Moderate;Very Low;Moderate
CUSCO;LA CONVENCION;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;2;75;0;2;63;0;1;135;1;1;95;0;2;123;1;2;115;1;1;145;1;3;106;1;1;39;0;1;18;0;0;10;0;2;41;0;2;94;0;Low;Low;High;Moderate;Moderate;Very Low;Low;Moderate
JUNIN;TARMA;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;1;60;0;3;165;1;1;81;0;1;63;0;2;96;0;2;128;1;1;135;1;4;138;1;1;50;0;2;82;0;1;49;0;3;89;0;2;95;0;Low;Very High;Moderate;Low;High;Low;Moderate;Moderate
LIMA;HUAROCHIRI;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;34;0;3;179;1;1;67;0;1;95;0;2;189;1;3;194;1;2;176;1;6;190;1;2;67;0;1;12;0;0;19;0;3;107;1;2;96;0;Very Low;Very High;Low;Moderate;Very High;Very Low;Moderate;Moderate
SAN MARTIN;LAMAS;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;1;0;2;106;1;1;26;0;1;60;0;2;185;1;2;129;1;1;58;0;1;144;1;3;101;1;3;167;1;2;77;0;1;138;1;3;125;1;2;97;0;Moderate;Very Low;Low;Very High;Moderate;High;High;Moderate
PUNO;SAN ANTONIO DE PUTINA;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;2;90;0;1;21;0;2;171;1;1;97;0;0;4;0;1;55;0;0;5;0;1;1;0;3;171;1;2;72;0;1;137;1;3;63;0;2;98;0;Moderate;Very Low;Very High;Moderate;Very Low;High;Low;Moderate
LA LIBERTAD;SANTIAGO DE CHUCO;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;3;163;1;2;79;0;0;44;0;1;95;0;2;94;0;1;30;0;1;48;0;3;71;0;2;142;1;2;43;0;1;86;0;3;79;0;2;99;1;Very High;Low;Low;Moderate;Low;Moderate;Low;Moderate
SAN MARTIN;EL DORADO;1;1;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;1;0;0;2;122;1;1;6;0;1;58;0;3;196;1;1;77;0;1;52;0;1;55;0;2;36;0;2;131;1;2;66;0;1;103;1;3;64;0;2;100;1;High;Very Low;Low;Very High;Very Low;Moderate;Low;Moderate
AREQUIPA;CAYLLOMA;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;29;0;2;118;1;1;123;1;2;117;1;2;108;1;2;127;1;2;181;1;4;142;1;2;119;1;2;68;0;1;90;0;3;126;1;2;101;1;Very Low;Moderate;High;Moderate;High;Moderate;High;Moderate
JUNIN;CHANCHAMAYO;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;1;54;0;2;129;1;1;97;0;2;107;1;2;119;1;2;163;1;1;137;1;5;164;1;1;36;0;2;98;0;1;50;0;3;113;1;2;102;1;Low;High;Moderate;Moderate;Very High;Low;Moderate;Moderate
CAJAMARCA;HUALGAYOC;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;3;171;1;2;56;0;0;43;0;2;119;1;1;39;0;0;4;0;0;37;0;2;25;0;3;169;1;2;129;1;2;164;1;3;103;1;2;103;1;Very High;Low;Low;High;Very Low;Very High;Moderate;Moderate
LA LIBERTAD;JULCAN;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;1;0;1;1;0;1;1;0;0;0;4;193;1;2;70;0;0;1;0;2;129;1;2;116;1;2;107;1;0;33;0;3;73;0;2;109;1;2;55;0;1;70;0;3;79;0;2;104;1;Very High;Low;Very Low;High;Low;Low;Low;Moderate
APURIMAC;ANDAHUAYLAS;1;1;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;2;117;1;2;67;0;2;165;1;1;46;0;2;114;1;1;37;0;1;139;1;4;114;1;1;4;0;2;65;0;0;15;0;3;67;0;2;105;1;Moderate;Low;Very High;Low;Moderate;Very Low;Low;Moderate
AREQUIPA;CASTILLA;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;30;0;2;144;1;1;104;1;2;120;1;2;187;1;2;187;1;2;161;1;5;175;1;1;51;0;1;29;0;0;21;0;3;109;1;2;106;1;Very Low;High;Moderate;High;Very High;Very Low;Moderate;Moderate
JUNIN;JAUJA;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;1;1;65;0;3;192;1;1;73;0;1;73;0;1;55;0;1;77;0;2;163;1;3;103;1;1;12;0;2;100;1;1;36;0;3;85;0;2;107;1;Low;Very High;Low;Low;Moderate;Very Low;Moderate;Moderate
ANCASH;HUARMEY;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;1;37;0;2;134;1;1;64;0;2;171;1;1;51;0;1;62;0;1;125;1;3;53;0;2;141;1;3;162;1;2;170;1;3;128;1;2;108;1;Very Low;High;Low;Very High;Low;Very High;High;Moderate
JUNIN;CONCEPCION;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;2;76;0;3;186;1;1;84;0;1;66;0;0;10;0;2;130;1;1;156;1;3;65;0;2;110;1;2;79;0;1;94;0;3;97;0;2;109;1;Low;Very High;Moderate;Low;Low;Moderate;Moderate;Moderate
CAJAMARCA;CHOTA;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;1;3;173;1;2;87;0;0;28;0;2;125;1;2;133;1;1;57;0;1;99;1;4;124;1;2;84;0;2;148;1;1;129;1;3;139;1;2;110;1;Very High;Moderate;Very Low;High;High;High;High;Moderate
ANCASH;AIJA;0;1;1;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;1;0;1;1;2;108;1;2;90;0;1;116;1;2;108;1;1;83;0;2;143;1;0;21;0;3;59;0;3;157;1;3;194;1;2;193;1;3;143;1;2;111;1;Moderate;Moderate;Moderate;Moderate;Low;Very High;High;Moderate
CAJAMARCA;CONTUMAZA;1;0;1;1;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;3;138;1;3;177;1;0;16;0;1;92;0;2;150;1;1;95;0;0;24;0;3;76;0;2;65;0;1;37;0;1;30;0;3;72;0;2;112;1;High;Very High;Very Low;Moderate;Low;Very Low;Low;Moderate
AMAZONAS;BONGARA;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;2;94;0;2;143;1;0;39;0;2;152;1;3;193;1;1;67;0;1;160;1;4;141;1;2;72;0;1;33;0;1;34;0;3;115;1;2;113;1;Moderate;High;Very Low;High;High;Very Low;Moderate;Moderate
LAMBAYEQUE;FERREÑAFE;0;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;2;84;0;2;150;1;1;91;0;2;105;1;2;186;1;1;56;0;1;158;1;5;176;1;3;181;1;3;163;1;2;189;1;4;177;1;2;114;1;Moderate;High;Moderate;Moderate;Very High;Very High;Very High;Moderate
UCAYALI;PURUS;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1;1;0;1;0;1;3;134;1;1;12;0;1;145;1;2;143;1;0;13;0;2;152;1;1;80;0;2;26;0;2;113;1;2;80;0;1;100;1;3;93;0;2;116;1;High;Very Low;High;High;Very Low;Moderate;Moderate;Moderate
ANCASH;SIHUAS;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;4;187;1;2;95;0;1;119;1;1;32;0;1;48;0;1;73;0;1;108;1;3;68;0;2;91;0;2;134;1;1;127;1;3;128;1;2;116;1;Very High;Moderate;High;Very Low;Low;High;High;Moderate
HUANCAVELICA;HUANCAVELICA;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;2;99;1;2;153;1;1;147;1;1;35;0;2;127;1;2;132;1;2;167;1;4;159;1;1;6;0;1;13;0;0;1;0;3;110;1;2;117;1;Moderate;High;High;Very Low;Very High;Very Low;Moderate;Moderate
HUANUCO;AMBO;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;3;128;1;2;79;0;1;110;1;2;122;1;2;105;1;1;79;0;1;69;0;4;161;1;3;176;1;3;173;1;2;192;1;4;176;1;2;118;1;High;Low;Moderate;High;Very High;Very High;Very High;High
AMAZONAS;BAGUA;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;2;89;0;2;68;0;1;103;1;2;178;1;2;139;1;1;47;0;2;174;1;4;120;1;1;11;0;2;115;1;1;45;0;3;117;1;2;119;1;Moderate;Low;Moderate;Very High;High;Low;Moderate;High
HUANCAVELICA;TAYACAJA;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;3;134;1;2;71;0;2;152;1;1;88;0;1;38;0;2;147;1;1;154;1;3;94;0;1;46;0;1;11;0;0;10;0;3;86;0;2;120;1;High;Low;High;Moderate;Moderate;Very Low;Moderate;High
HUANCAVELICA;ACOBAMBA;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;3;150;1;2;36;0;2;178;1;1;84;0;1;85;0;2;139;1;1;150;1;4;145;1;2;53;0;1;5;0;0;11;0;3;118;1;2;121;1;High;Very Low;Very High;Moderate;High;Very Low;High;High
ANCASH;YUNGAY;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;3;154;1;2;53;0;1;140;1;2;102;1;1;34;0;2;119;1;0;17;0;3;99;1;3;155;1;3;168;1;2;179;1;4;159;1;2;122;1;High;Low;High;Moderate;Moderate;Very High;Very High;High
APURIMAC;COTABAMBAS;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;3;145;1;2;32;0;2;174;1;2;100;1;1;63;0;1;22;0;1;43;0;2;23;0;1;33;0;2;47;0;0;21;0;3;50;0;2;123;1;High;Very Low;Very High;Moderate;Very Low;Very Low;Low;High
HUANUCO;HUACAYBAMBA;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;0;1;0;1;3;185;1;2;94;0;1;143;1;1;34;0;2;148;1;1;84;0;1;76;0;3;93;0;3;190;1;2;137;1;2;181;1;4;160;1;2;124;1;Very High;Moderate;High;Very Low;Moderate;Very High;Very High;High
ICA;PALPA;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;0;0;1;28;0;3;182;1;1;64;0;2;186;1;2;173;1;2;181;1;2;191;1;5;186;1;1;42;0;2;61;0;1;31;0;3;146;1;2;125;1;Very Low;Very High;Low;Very High;Very High;Very Low;High;High
HUANUCO;PACHITEA;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;3;160;1;2;44;0;1;136;1;2;121;1;1;25;0;2;100;1;1;78;0;3;90;0;3;193;1;3;167;1;2;194;1;4;166;1;2;126;1;Very High;Low;High;High;Moderate;Very High;Very High;High
AMAZONAS;LUYA;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;3;149;1;2;136;1;0;36;0;2;141;1;2;171;1;2;120;1;1;104;1;4;118;1;2;63;0;2;74;0;1;53;0;3;130;1;2;127;1;High;High;Very Low;High;High;Low;High;High
LIMA;YAUYOS;0;1;0;0;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;67;0;2;146;1;1;83;0;2;168;1;2;138;1;3;192;1;1;101;1;3;91;0;1;45;0;1;17;0;0;12;0;3;96;0;2;128;1;Low;High;Moderate;Very High;Moderate;Very Low;Moderate;High
CAJAMARCA;SANTA CRUZ;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;3;148;1;2;107;1;0;18;0;2;191;1;2;120;1;1;42;0;0;13;0;2;35;0;2;115;1;2;69;0;1;84;0;3;106;1;2;129;1;High;Moderate;Very Low;Very High;Very Low;Moderate;Moderate;High
CUSCO;CANCHIS;0;0;1;0;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;82;0;3;187;1;2;159;1;1;39;0;1;57;0;1;20;0;1;91;0;3;45;0;2;52;0;1;22;0;0;17;0;3;71;0;2;130;1;Moderate;Very High;Very High;Very Low;Low;Very Low;Low;High
PIURA;HUANCABAMBA;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0;3;184;1;2;126;1;0;43;0;2;116;1;2;136;1;1;13;0;1;83;0;3;97;0;3;186;1;2;151;1;2;186;1;4;168;1;2;131;1;Very High;High;Low;Moderate;Moderate;Very High;Very High;High
AYACUCHO;LUCANAS;1;0;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;2;104;1;2;159;1;1;138;1;1;68;0;2;166;1;2;170;1;1;116;1;4;149;1;1;47;0;2;88;0;1;52;0;3;141;1;2;132;1;Moderate;Very High;High;Low;High;Low;High;High
AMAZONAS;CONDORCANQUI;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;3;159;1;1;25;0;2;154;1;2;135;1;0;12;0;1;18;0;1;131;1;1;2;0;2;94;0;2;58;0;1;62;0;3;83;0;2;134;1;Very High;Very Low;High;High;Very Low;Low;Moderate;High
AYACUCHO;LA MAR;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;3;141;1;1;29;0;2;161;1;2;142;1;1;93;0;2;136;1;1;104;1;4;148;1;2;123;1;2;83;0;1;111;1;4;161;1;2;134;1;High;Very Low;Very High;High;High;Moderate;Very High;High
ANCASH;HUARI;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;2;113;1;2;76;0;2;152;1;2;133;1;2;101;1;1;60;0;1;43;0;3;81;0;2;130;1;2;148;1;1;157;1;4;154;1;2;135;1;Moderate;Low;High;High;Moderate;High;High;High
ANCASH;OCROS;0;0;0;1;1;0;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;1;1;0;1;1;2;77;0;2;140;1;1;100;1;2;161;1;0;15;0;2;161;1;0;30;0;3;69;0;3;150;1;3;194;1;2;188;1;4;162;1;2;136;1;Low;High;Moderate;Very High;Low;Very High;Very High;High
PUNO;PUNO;1;0;1;0;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;1;1;1;2;80;0;3;172;1;2;155;1;1;71;0;1;44;0;1;68;0;1;93;0;4;117;1;1;19;0;3;184;1;1;107;1;4;152;1;2;137;1;Moderate;Very High;High;Low;Moderate;Moderate;High;High
TACNA;CANDARAVE;0;1;0;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;2;105;1;2;145;1;1;131;1;2;102;1;1;90;0;1;82;0;0;35;0;2;29;0;1;48;0;2;110;1;1;64;0;3;101;1;2;138;1;Moderate;High;High;Moderate;Very Low;Low;Moderate;High
CAJAMARCA;CELENDIN;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;3;184;1;2;104;1;0;40;0;2;157;1;2;141;1;0;9;0;0;15;0;3;44;0;3;177;1;2;131;1;2;173;1;4;151;1;2;139;1;Very High;Moderate;Low;High;Low;Very High;High;High
ANCASH;BOLOGNESI;0;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;2;88;0;2;156;1;1;113;1;2;128;1;1;91;0;2;109;1;1;120;1;3;105;1;2;126;1;2;127;1;1;147;1;4;164;1;2;140;1;Moderate;High;Moderate;High;Moderate;High;Very High;High
ANCASH;PALLASCA;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;1;0;3;174;1;2;122;1;0;49;0;2;140;1;1;24;0;2;126;1;0;1;0;3;54;0;2;86;0;2;113;1;1;105;1;3;132;1;2;141;1;Very High;High;Low;High;Low;Moderate;High;High
AYACUCHO;PARINACOCHAS;1;0;0;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;2;92;0;2;152;1;1;139;1;2;103;1;1;90;0;2;151;1;1;62;0;3;62;0;2;54;0;2;91;0;1;59;0;3;119;1;2;142;1;Moderate;High;High;Moderate;Low;Low;High;High
