departamento;provincia;ubigeo;pob2017;pob2020;pobreza;desempleo_n;ingreso_porc;nosec25;nosec25_porc;p65amas;p65amas_porc;p17amenos;p17amenos_porc;pmayorde5disc;pmayorde5disc_porc;hogarmonop;pobind;esp2dalengua;esp2dalengua_porc;vivprecaria;hacinam;carret_asfalt;adultos_hta_freq;adultos_hyperchol_freq;adultos_ecv_freq;adultos_asma_freq;adultos_epoc_freq;tabaco;cancer_c;cancer_d;vih;obes_imc30_freq;adultos_diabetes_freq;densidadpob;mortalidad_iras;mortalidad_irasx100000;n_camas_hospitalarias;n_camas_uci;n_medicos;n_ventiladores;gastoregsalud_porc;gastoxcapitasalud;labcovid;n_emergencia;desempleo_porc;hogarmonop_porc;hacinam_porc;hta_porc;coles_porc;ecv_porc;asma_porc;epoc_porc;obesidad_porc;diabetes_porc;cancer_n;cancer_porc;camas_hospix100mil;camas_ucix100mil;medicosx100mil;ventiladoresx100mil;labcovidx100mil;emergenciax100mil
APURIMAC;CHINCHEROS;306;45247;46544;43;31565;359;14961;0;6868;0;17822;0;4341;0;6522;1;31662;1;1;6382;0;380;1477;20;62;161;13;30;276;38;2836;97;36;2;4;106;0;50;0;1;142;1;4;1;0;0;0;0;0;0;0;0;0;306;0;234;0;111;25;2;9
APURIMAC;COTABAMBAS;305;50656;55208;50;35532;402;14963;0;5640;0;19136;0;5123;0;6804;1;36580;1;1;7118;0;200;940;8;66;86;13;22;124;33;2203;79;19;2;4;157;0;46;0;1;142;1;5;1;0;0;0;0;0;0;0;0;0;146;0;310;0;91;25;2;10
APURIMAC;GRAU;307;21242;21759;42;16940;283;6676;0;3971;0;7907;0;2968;0;3302;1;17144;1;1;3536;0;213;1918;7;45;366;13;26;55;0;2120;43;10;1;5;15;0;24;0;1;142;1;0;1;0;0;0;0;0;0;0;0;0;81;0;71;0;113;25;5;0
AREQUIPA;AREQUIPA;401;1080635;1175765;187;538104;1190;107843;0;136180;0;312163;0;117409;0;274619;0;184019;0;0;122413;0;3214;9237;645;1949;7630;21;8750;10416;2598;38490;2713;112;149;14;2304;121;1223;87;1;17;6;8;0;0;0;0;0;0;0;0;0;0;19166;0;213;11;113;10;1;1
AREQUIPA;CAMANA;402;59370;61708;171;29560;1057;9807;0;7167;0;18090;0;5650;0;12489;0;10763;0;0;8426;0;515;2021;31;214;672;21;64;425;799;5748;651;15;23;39;105;0;79;0;1;17;6;2;0;0;0;0;0;0;0;0;0;0;489;0;177;0;133;10;10;3
AREQUIPA;CARAVELI;403;41346;43690;174;19347;1151;6855;0;4693;0;12890;0;3173;0;7648;0;7413;0;0;5555;0;225;524;9;94;387;21;27;131;294;2406;209;3;0;0;26;0;32;0;1;17;6;4;0;0;0;0;0;0;0;0;0;0;158;0;63;0;77;10;15;10
AREQUIPA;CASTILLA;404;33629;34743;155;16630;1066;7843;0;5511;0;11226;0;3550;0;6484;0;7465;0;0;4468;0;278;872;24;105;569;21;32;227;310;3812;203;5;1;3;98;0;72;0;1;17;6;5;0;0;0;0;0;0;0;0;0;0;259;0;291;0;214;10;18;15
AREQUIPA;CAYLLOMA;405;86771;97458;157;41951;1044;19997;0;10411;0;30244;0;9188;0;18337;1;30605;0;0;12982;0;551;989;34;179;251;21;120;692;1185;5358;345;6;5;6;86;0;122;2;1;17;6;3;0;0;0;0;0;0;0;0;0;0;812;0;99;0;141;10;7;3
AREQUIPA;CONDESUYOS;406;16118;16426;149;8132;1111;4172;0;2654;0;4955;0;1498;0;2577;0;4689;0;1;2240;0;120;261;5;33;104;21;15;39;201;1551;54;2;0;0;42;0;22;0;1;17;6;2;1;0;0;0;0;0;0;0;0;0;54;0;261;0;136;10;37;12
AREQUIPA;ISLAY;407;52034;54851;181;26058;1145;8492;0;8849;0;14914;0;6958;0;11144;0;7292;0;0;6754;0;379;801;18;321;610;21;50;214;246;3008;259;13;2;4;74;4;45;0;1;17;6;2;1;0;0;0;0;0;0;0;0;0;264;0;142;8;86;10;12;4
AREQUIPA;LA UNION;408;12827;12797;79;9150;386;4634;0;2506;0;4752;0;1451;0;1977;1;7392;1;1;2039;0;68;206;9;32;80;21;47;31;533;1266;28;3;0;0;17;0;27;0;1;17;6;2;1;0;0;0;0;0;0;0;0;0;78;0;133;0;210;10;47;16
AYACUCHO;CANGALLO;502;30443;32482;25;21835;307;11641;0;5351;0;11300;0;2967;0;5324;1;25372;1;1;4891;0;237;1886;11;42;1478;19;38;224;27;2471;89;16;1;3;126;0;46;0;1;19;1;6;1;0;0;0;0;0;0;0;0;0;262;0;414;0;151;3;3;20
AYACUCHO;HUAMANGA;501;282194;317801;132;162641;686;54195;0;27747;0;100537;0;27830;0;63481;1;144863;1;0;38217;0;1220;9045;220;279;5806;19;638;2383;130;18979;1130;95;29;10;509;18;291;9;1;19;1;18;1;0;0;0;0;0;0;0;0;0;3021;0;180;6;103;3;0;6
AYACUCHO;HUANCA SANCOS;503;8409;8341;55;5851;507;2904;0;1573;0;2890;0;1338;0;1612;1;6688;1;1;1043;0;93;599;1;13;482;19;10;44;116;1058;20;3;0;0;12;0;9;0;1;19;1;1;1;0;0;0;0;0;0;0;0;0;54;0;143;0;107;3;12;12
AYACUCHO;HUANTA;504;89466;97205;48;54619;454;24872;0;9514;0;35905;0;8185;0;19045;1;52162;1;1;14738;0;447;2407;4;94;1528;19;51;189;44;5358;185;23;0;0;132;0;65;0;1;19;1;6;1;0;0;0;0;0;0;0;0;0;240;0;148;0;73;3;1;7
AYACUCHO;LA MAR;505;70653;75277;36;41933;339;23797;0;7434;0;28771;0;5626;0;11168;1;50727;1;1;12898;0;196;3764;12;59;2173;19;78;352;47;6294;216;16;6;8;159;0;57;0;1;19;1;8;1;0;0;0;0;0;0;0;0;0;430;0;225;0;81;3;1;11
AYACUCHO;LUCANAS;506;51328;51838;67;31197;592;14812;0;10008;0;16591;0;6142;0;9651;1;24816;0;1;6896;0;402;2694;13;78;2372;19;61;244;82;4453;148;4;2;4;166;4;57;0;1;19;1;4;1;0;0;0;0;0;0;0;0;0;305;0;323;8;111;3;2;8
AYACUCHO;PARINACOCHAS;507;27659;29139;75;16649;638;6846;0;4160;0;9853;0;3499;0;4713;1;14377;1;1;3837;0;139;1086;1;29;1448;19;37;144;0;2648;48;5;0;0;61;2;32;0;1;19;1;1;1;0;0;0;0;0;0;0;0;0;181;0;221;7;116;3;4;4
AYACUCHO;PAUCAR DEL SARA SARA;508;9609;9909;112;5698;580;2426;0;1926;0;3064;0;1308;0;1984;1;4994;1;1;1297;0;144;650;1;28;480;19;6;49;0;1207;56;5;0;0;46;0;14;0;1;19;1;3;1;0;0;0;0;0;0;0;0;0;55;0;479;0;146;3;10;31
AYACUCHO;SUCRE;509;9445;9292;39;6281;500;2985;0;1997;0;3199;0;1003;0;1524;1;7266;1;1;1231;0;151;400;5;7;822;19;16;18;37;445;19;5;0;0;29;0;6;0;1;19;1;2;1;0;0;0;0;0;0;0;0;0;34;0;307;0;64;3;11;21
AYACUCHO;VICTOR FAJARDO;510;20109;19866;13;13491;430;7633;0;4394;0;6200;0;2461;0;3315;1;16414;1;1;2687;0;149;742;6;38;1061;19;10;30;1;1152;17;9;1;5;56;0;10;0;1;19;1;3;1;0;0;0;0;0;0;0;0;0;40;0;278;0;50;3;5;15
AYACUCHO;VILCAS HUAMAN;511;16861;17063;45;12678;351;7146;0;3714;0;5874;0;2396;0;2604;1;14428;1;1;2584;0;284;1446;10;18;899;19;17;45;33;875;57;14;1;6;25;0;11;0;1;19;1;2;1;0;0;0;0;0;0;0;0;0;62;0;148;0;65;3;6;12
CAJAMARCA;CAJABAMBA;602;75687;83167;15;50941;454;29872;0;9419;0;32242;0;5398;0;13317;0;426;0;1;10986;0;241;1066;26;34;46;12;80;367;15;1977;116;42;4;5;92;0;49;0;1;30;2;1;1;0;0;0;0;0;0;0;0;0;447;0;122;0;65;15;3;1
CAJAMARCA;CAJAMARCA;601;348433;388170;92;208075;891;90450;0;36729;0;123394;0;24785;0;72368;0;5768;0;0;47103;0;1875;1718;129;183;305;12;588;1310;43;9011;1044;117;16;5;491;63;357;34;1;30;2;8;1;0;0;0;0;0;0;0;0;0;1898;0;141;18;102;15;1;2
CAJAMARCA;CELENDIN;603;79084;83916;4;52449;365;32573;0;11102;0;31603;0;6564;0;14191;0;901;0;1;14146;0;469;1451;39;66;142;12;48;170;4;2865;157;30;3;4;61;0;28;0;1;30;2;1;1;0;0;0;0;0;0;0;0;0;218;0;77;0;35;15;3;1
CAJAMARCA;CHOTA;604;142984;151714;3;95416;463;60492;0;22301;0;51924;0;11965;0;25017;0;1769;0;1;26210;0;862;2837;53;297;707;12;163;832;32;7733;390;38;7;5;210;5;90;0;1;30;2;2;1;0;0;0;0;0;0;0;0;0;995;0;147;3;63;15;1;1
CAJAMARCA;CONTUMAZA;605;27693;29357;40;18321;657;10703;0;5091;0;9438;0;3449;0;5227;0;232;0;1;3746;0;176;1397;7;462;124;12;11;51;22;1479;142;13;0;0;69;0;22;0;1;30;2;3;1;0;0;0;0;0;0;0;0;0;62;0;249;0;79;15;7;11
CAJAMARCA;CUTERVO;606;120723;123948;5;76435;435;48555;0;16285;0;45337;0;11288;0;20220;0;1281;0;1;24514;0;1377;2998;25;327;223;12;111;809;22;4038;357;40;3;2;144;0;87;0;1;30;2;16;1;0;0;0;0;0;0;0;0;0;920;0;119;0;72;15;2;13
CAJAMARCA;HUALGAYOC;607;77944;83913;17;52664;490;36269;0;11276;0;26861;0;7142;0;12988;0;740;0;1;16419;0;305;821;11;64;74;12;43;229;6;2810;208;100;1;1;40;0;46;0;1;30;2;1;1;0;0;0;0;0;0;0;0;0;272;0;51;0;59;15;3;1
CAJAMARCA;JAEN;608;185432;203724;72;105870;809;53740;0;20195;0;69618;0;17215;0;33944;0;3297;0;0;32732;0;1543;5927;71;472;165;12;361;985;45;7859;1078;35;26;14;279;10;153;9;1;30;2;4;1;0;0;0;0;0;0;0;0;0;1346;0;150;5;83;15;1;2
CAJAMARCA;SAN IGNACIO;609;130620;145770;16;75537;429;44718;0;13020;0;57735;0;10080;0;19589;0;1644;0;1;23438;0;1045;3588;37;160;119;12;52;206;44;4652;468;26;2;2;65;0;47;0;1;30;2;1;1;0;0;0;0;0;0;0;0;0;258;0;50;0;36;15;2;1
CAJAMARCA;SAN MARCOS;610;48103;51678;6;34064;465;20716;0;6797;0;17830;0;3093;0;6818;0;420;0;1;7856;0;233;467;18;97;129;12;33;114;0;1868;61;35;0;0;43;0;24;0;1;30;2;3;1;0;0;0;0;0;0;0;0;0;147;0;89;0;50;15;4;6
CAJAMARCA;SAN MIGUEL;611;46043;47114;12;29894;470;20490;0;8718;0;15029;0;5113;0;7580;0;512;0;1;8028;0;82;1282;22;53;97;12;35;103;34;2453;82;18;1;2;113;0;22;0;1;30;2;1;1;0;0;0;0;0;0;0;0;0;138;0;245;0;48;15;4;2
CAJAMARCA;SAN PABLO;612;21102;22638;1;14588;393;8889;0;3260;0;7978;0;1797;0;3851;0;125;0;1;3051;1;46;432;10;12;19;12;26;72;15;893;42;31;0;0;24;0;10;0;1;30;2;1;1;0;0;0;0;0;0;0;0;0;98;0;114;0;47;15;9;5
CAJAMARCA;SANTA CRUZ;613;37164;38602;10;24106;524;13917;0;6757;0;12707;0;3816;0;5974;0;418;0;1;7187;0;246;771;7;106;35;12;25;87;0;1000;107;26;1;3;52;0;26;0;1;30;2;1;1;0;0;0;0;0;0;0;0;0;112;0;140;0;70;15;5;3
CALLAO;CALLAO;701;994494;1129854;158;512451;1162;89434;0;124005;0;303856;0;107878;0;238940;0;61078;0;0;127464;1;5424;22764;1165;3596;10012;27;1419;7336;911;45063;8033;6766;241;24;2189;111;1336;81;1;21;3;9;1;0;0;0;0;0;0;0;0;0;8755;0;220;11;134;8;0;1
CUSCO;ACOMAYO;802;22940;24000;70;16587;329;8614;0;3667;0;9249;0;3249;0;3469;1;18881;1;1;3180;1;90;142;3;1;218;14;7;28;35;632;27;24;1;4;35;0;15;0;1;36;3;3;1;0;0;0;0;0;0;0;0;0;35;0;153;0;65;14;13;13
CUSCO;ANTA;803;56206;63131;113;36387;437;16618;0;8320;0;20037;0;5961;0;8622;1;35851;1;1;8278;0;57;397;9;37;250;14;24;93;145;1927;18;30;2;4;44;0;28;0;1;36;3;4;1;0;0;0;0;0;0;0;0;0;117;0;78;0;50;14;5;7
CUSCO;CALCA;804;63155;71582;87;39542;464;20672;0;8082;0;24592;0;7668;0;9822;1;42671;1;1;10314;0;93;782;9;89;351;14;41;159;67;2795;51;14;5;8;86;0;38;0;1;36;3;3;1;0;0;0;0;0;0;0;0;0;200;0;136;0;60;14;5;5
CUSCO;CANAS;805;32484;34754;21;26203;208;12047;0;5190;0;13134;0;5073;0;5100;1;28332;1;1;4980;1;10;58;8;19;188;14;21;34;0;560;6;15;2;6;30;0;20;0;1;36;3;3;1;0;0;0;0;0;0;0;0;0;55;0;92;0;62;14;9;9
CUSCO;CANCHIS;806;95774;106476;115;57682;605;25588;0;12954;0;34407;0;12437;0;21207;1;59159;1;1;11735;0;189;676;71;44;225;14;100;420;43;3027;123;24;11;11;149;4;91;0;1;36;3;6;1;0;0;0;0;0;0;0;0;0;520;0;156;4;95;14;3;6
CUSCO;CHUMBIVILCAS;807;66410;70143;28;49686;393;24475;0;9804;0;26751;0;7818;0;10841;1;55001;1;1;9560;0;118;403;4;29;511;14;32;99;38;1682;15;12;12;18;67;1;47;0;1;36;3;5;1;0;0;0;0;0;0;0;0;0;131;0;101;2;71;14;5;8
CUSCO;CUSCO;801;447588;511019;184;214383;1196;42257;0;44873;0;140246;0;45294;0;95954;1;137050;0;0;46540;0;1054;3801;633;552;1785;14;3800;5602;157;10702;968;725;103;23;1179;36;569;61;1;36;3;5;0;0;0;0;0;0;0;0;0;0;9402;0;263;8;127;14;1;1
CUSCO;ESPINAR;808;57582;62059;107;37432;695;16385;0;7216;0;21703;0;7061;0;12737;1;37933;1;1;7062;0;42;164;2;15;233;14;35;250;9;1205;26;11;7;12;51;5;50;0;1;36;3;2;1;0;0;0;0;0;0;0;0;0;285;0;89;9;87;14;5;3
CUSCO;LA CONVENCION;809;147148;167910;128;82493;590;41595;0;17820;0;54760;0;16039;0;21253;1;76805;1;1;22975;0;650;2852;68;335;1106;14;393;1204;70;7962;632;5;0;0;351;3;141;0;1;36;3;18;1;0;0;0;0;0;0;0;0;0;1597;0;239;2;96;14;2;12
CUSCO;PARURO;810;25567;26644;57;18974;227;10967;0;4606;0;9321;0;2764;0;2750;1;22183;1;1;3902;0;109;86;3;7;113;14;21;56;48;631;35;13;2;8;24;0;14;0;1;36;3;3;1;0;0;0;0;0;0;0;0;0;77;0;94;0;55;14;12;12
CUSCO;PAUCARTAMBO;811;42504;47579;35;28326;235;17054;0;4650;0;19556;0;4072;0;5156;1;34251;1;1;7538;0;52;68;0;19;78;14;11;72;30;1219;19;7;4;9;47;0;21;0;1;36;3;4;1;0;0;0;0;0;0;0;0;0;83;0;111;0;49;14;7;9
CUSCO;QUISPICANCHI;812;87430;101735;62;60382;421;28968;0;9722;0;37961;0;8122;0;14176;1;60686;1;1;24703;0;316;413;5;47;140;14;58;113;151;3020;154;12;0;0;81;0;40;0;1;36;3;5;1;0;0;0;0;0;0;0;0;0;171;0;93;0;46;14;3;6
CUSCO;URUBAMBA;813;60739;70043;131;33780;827;14122;0;7325;0;21306;0;5095;0;8700;1;33160;1;1;7558;0;63;353;9;56;79;14;34;67;52;1314;41;42;7;12;45;0;35;0;1;36;3;5;1;0;0;0;0;0;0;0;0;0;101;0;74;0;58;14;5;8
HUANCAVELICA;ACOBAMBA;902;38208;37503;66;25330;269;13441;0;5012;0;15176;0;2572;0;6087;1;29407;1;1;5279;0;205;329;18;47;1064;17;42;297;137;1431;72;42;4;10;66;0;38;0;1;207;1;6;1;0;0;0;0;0;0;0;0;0;339;0;173;0;99;17;3;16
HUANCAVELICA;ANGARAES;903;49207;53901;33;35481;329;15682;0;6036;0;20913;0;4235;0;8872;1;34632;1;1;7178;0;235;890;9;12;831;17;69;334;30;1581;72;25;0;0;50;3;33;0;1;207;1;6;1;0;0;0;0;0;0;0;0;0;403;0;102;6;67;17;2;12
HUANCAVELICA;CASTROVIRREYNA;904;13982;14588;89;8373;555;4074;0;2796;0;5191;0;1809;0;3087;1;3748;0;1;2321;0;92;154;4;7;587;17;19;96;99;1111;26;4;0;0;24;0;30;0;1;207;1;6;1;0;0;0;0;0;0;0;0;0;115;0;172;0;215;17;7;43
HUANCAVELICA;CHURCAMPA;905;32538;33883;68;21002;360;11575;0;4787;0;13177;0;2883;0;5458;1;23835;1;1;4624;0;194;1882;11;62;984;17;45;106;85;982;75;30;3;9;31;0;29;0;1;207;1;4;1;0;0;0;0;0;0;0;0;0;151;0;95;0;89;17;3;12
HUANCAVELICA;HUANCAVELICA;901;115054;121265;91;75512;568;28662;0;15029;0;44831;0;11624;0;24518;1;60142;1;1;15923;0;720;1223;79;130;2668;17;173;1257;206;4999;194;27;21;18;226;16;159;19;1;207;1;17;1;0;0;0;0;0;0;0;0;0;1430;0;196;14;138;17;1;15
HUANCAVELICA;HUAYTARA;906;17247;18182;117;11750;574;5827;0;3911;0;5796;0;2277;0;3648;1;5870;0;1;2693;0;206;177;4;39;966;17;11;53;42;1174;30;3;0;0;31;0;36;0;1;207;1;3;1;0;0;0;0;0;0;0;0;0;64;0;180;0;209;17;6;17
HUANCAVELICA;TAYACAJA;907;81403;85995;52;50656;433;27867;0;11213;0;31814;0;7582;0;12810;1;50576;1;1;11830;0;128;696;27;104;3534;17;98;618;160;2900;48;24;7;9;97;4;83;0;1;207;1;15;1;0;0;0;0;0;0;0;0;0;716;0;119;5;102;17;1;18
HUANUCO;AMBO;1002;50880;53247;88;32634;471;18533;0;7696;0;18711;0;4286;0;8588;0;13071;0;1;9227;0;326;1412;4;116;88;16;45;88;105;3977;273;32;10;20;54;0;33;0;1;20;1;0;1;0;0;0;0;0;0;0;0;0;133;0;106;0;65;6;2;0
HUANUCO;DOS DE MAYO;1003;33258;32427;71;23466;549;10956;0;4628;0;13825;0;3469;0;6552;1;15463;0;1;5640;0;120;606;4;11;215;16;20;86;3;2152;56;23;2;6;83;0;20;0;1;20;1;1;1;0;0;0;0;0;0;0;0;0;106;0;250;0;60;6;3;3
HUANUCO;HUACAYBAMBA;1004;16551;16372;11;13174;337;5573;0;2148;0;7131;0;1207;0;3006;0;12652;1;1;1854;0;117;508;4;34;52;16;33;59;15;1015;29;9;1;6;3;0;9;0;1;20;1;0;1;0;0;0;0;0;0;0;0;0;92;0;18;0;54;6;6;0
HUANUCO;HUAMALIES;1005;52039;52095;73;34977;479;17915;0;7441;0;21057;0;5915;0;9817;1;28762;1;1;7436;0;336;1451;3;99;274;16;52;119;14;3874;212;17;4;8;67;0;43;0;1;20;1;1;1;0;0;0;0;0;0;0;0;0;171;0;129;0;83;6;2;2
HUANUCO;HUANUCO;1001;293397;315799;150;167160;829;64425;0;32127;0;102958;0;27285;0;68935;0;63822;0;0;39722;0;621;3777;149;536;590;16;364;1526;348;14024;925;73;80;27;437;28;273;19;1;20;1;2;1;0;0;0;0;0;0;0;0;0;1890;0;149;10;93;6;0;1
HUANUCO;LAURICOCHA;1010;18913;17114;93;12805;571;4956;0;2716;0;7114;0;1653;0;3363;1;4726;0;1;3306;0;54;425;6;17;144;16;22;32;17;1089;21;10;4;21;25;0;18;0;1;20;1;0;1;0;0;0;0;0;0;0;0;0;54;0;132;0;95;6;5;0
HUANUCO;LEONCIO PRADO;1006;127793;138275;156;71059;812;28947;0;11722;0;46987;0;12730;0;28759;0;18907;0;0;19130;0;948;3409;64;414;393;16;216;1163;87;6507;1360;26;12;9;235;11;85;0;1;20;1;1;1;0;0;0;0;0;0;0;0;0;1379;0;184;9;67;6;1;1
HUANUCO;MARAÑON;1007;26622;29160;77;18748;442;8993;0;2657;0;12118;0;2609;0;4253;0;6020;0;1;3385;0;158;559;2;78;220;16;8;58;84;1841;61;6;3;11;12;0;13;0;1;20;1;0;1;0;0;0;0;0;0;0;0;0;66;0;45;0;49;6;4;0
HUANUCO;PACHITEA;1008;49159;50086;37;31086;356;20143;0;4740;0;21583;0;3159;0;8664;1;24501;0;1;8308;0;106;513;6;131;115;16;46;225;17;2376;159;19;5;10;18;0;23;0;1;20;1;0;1;0;0;0;0;0;0;0;0;0;271;0;37;0;47;6;2;0
HUANUCO;PUERTO INCA;1009;32538;36987;137;18066;650;9801;0;2406;0;14952;0;2259;0;4407;0;3468;0;0;5565;0;215;949;5;96;116;16;20;52;84;2584;171;3;1;3;64;0;20;0;1;20;1;0;1;0;0;0;0;0;0;0;0;0;72;0;197;0;61;6;3;0
HUANUCO;YAROWILCA;1011;19897;18705;53;14952;269;7321;0;3501;0;8439;0;2074;0;4173;1;14025;1;1;3536;0;49;187;2;29;181;16;16;51;39;1367;18;26;0;0;7;0;19;0;1;20;1;0;1;0;0;0;0;0;0;0;0;0;67;0;35;0;95;6;5;0
ICA;CHINCHA;1102;226113;262110;195;116628;913;27431;0;26498;0;80512;0;22573;0;49174;0;7912;0;0;32543;0;552;3804;273;351;2326;16;362;1941;1340;8048;929;76;30;13;326;23;199;0;1;21;2;2;1;0;0;0;0;0;0;0;0;0;2303;0;144;10;88;12;1;1
ICA;ICA;1101;391519;445752;194;195401;1045;35499;0;47675;0;122100;0;41441;0;97259;0;30957;0;0;53974;0;2504;6314;687;1258;6177;16;3075;5270;1376;18189;4243;50;120;31;643;68;543;25;1;21;2;6;0;0;0;0;0;0;0;0;0;0;8345;0;164;17;139;12;1;2
ICA;NAZCA;1103;69157;78472;196;35474;994;8151;0;8254;0;21892;0;7904;0;17058;0;7673;0;0;9494;0;284;2038;31;123;805;16;63;684;658;4665;418;13;6;9;118;6;71;4;1;21;2;1;1;0;0;0;0;0;0;0;0;0;747;0;171;9;103;12;3;1
ICA;PALPA;1104;13232;14832;192;7281;942;2125;0;2167;0;4280;0;1588;0;3104;0;1092;0;0;2122;0;43;697;16;45;908;16;18;158;942;1480;52;11;1;8;45;0;24;0;1;21;2;1;1;0;0;0;0;0;0;0;0;0;176;0;340;0;181;12;15;8
ICA;PISCO;1105;150744;174016;193;81351;905;18109;0;16868;0;53519;0;14904;0;36118;0;9564;0;0;22537;0;924;4044;86;166;1179;16;136;987;892;7992;1195;38;33;22;250;8;130;0;1;21;2;3;1;0;0;0;0;0;0;0;0;0;1123;0;166;5;86;12;1;2
JUNIN;CHANCHAMAYO;1203;151489;167385;130;79790;702;35380;0;15414;0;58729;0;16062;0;31359;0;26659;0;0;25333;0;424;2650;125;266;2028;20;137;787;188;8150;399;32;14;9;214;9;128;4;1;17;4;4;1;0;0;0;0;0;0;0;0;0;924;0;141;6;84;33;3;3
JUNIN;CHUPACA;1209;52988;57604;153;29256;769;10468;0;8036;0;17471;0;5673;0;12679;0;6702;0;1;6932;0;99;1034;5;27;1047;20;41;130;237;1614;48;46;5;9;18;0;27;0;1;17;4;1;1;0;0;0;0;0;0;0;0;0;171;0;34;0;51;33;8;2
JUNIN;CONCEPCION;1202;55591;59138;122;33003;614;13692;0;8740;0;19799;0;6094;0;12267;0;5532;0;1;7842;0;97;452;1;31;1112;20;62;309;341;2027;29;18;4;7;60;0;31;2;1;17;4;1;1;0;0;0;0;0;0;0;0;0;371;0;108;0;56;33;7;2
JUNIN;HUANCAYO;1201;545615;595183;172;293370;930;74880;0;65304;0;174194;0;58305;0;140056;0;87291;0;0;64947;0;1442;3576;387;212;4608;20;1814;4514;877;10192;2186;153;143;26;1077;42;500;71;1;17;4;5;1;0;0;0;0;0;0;0;0;0;6328;0;197;8;92;33;1;1
JUNIN;JAUJA;1204;83257;88405;136;48214;751;17533;0;14681;0;27853;0;10844;0;18694;0;5783;0;1;10821;0;86;1552;22;39;471;20;64;512;756;5638;64;22;6;7;166;6;83;4;1;17;4;1;1;0;0;0;0;0;0;0;0;0;576;0;199;7;100;33;5;1
JUNIN;JUNIN;1205;23133;22757;94;14194;559;5989;0;3982;0;7620;0;1439;0;5507;1;5361;0;0;3812;0;118;867;4;31;891;20;30;200;82;1155;81;10;2;9;66;1;25;0;1;17;4;1;1;0;0;0;0;0;0;0;0;0;230;0;285;4;108;33;17;4
JUNIN;SATIPO;1206;203985;239105;83;112894;469;46942;0;12981;0;96342;0;13546;0;30819;1;62406;0;1;37376;0;107;2141;29;207;1415;20;289;736;107;7071;96;11;14;7;129;3;100;0;1;17;4;3;1;0;0;0;0;0;0;0;0;0;1025;0;63;1;49;33;2;1
JUNIN;TARMA;1207;89590;91849;141;47409;677;23538;0;14669;0;29182;0;10637;0;18773;0;8648;0;0;12245;0;199;1819;42;83;1049;20;208;635;56;4921;350;33;2;2;138;5;52;8;1;17;4;2;1;0;0;0;0;0;0;0;0;0;843;0;154;6;58;33;4;2
JUNIN;YAULI;1208;40390;40041;173;20707;1211;4928;0;4151;0;11509;0;3927;0;8257;0;4460;0;0;4929;0;18;345;0;9;229;20;12;46;65;1951;20;11;0;0;99;3;17;0;1;17;4;0;1;0;0;0;0;0;0;0;0;0;58;0;245;7;42;33;10;0
LA LIBERTAD;ASCOPE;1302;115786;123480;143;66423;995;21538;0;18449;0;35631;0;12798;0;26040;0;691;0;0;14305;1;263;1974;27;347;167;14;38;421;508;3721;336;44;28;24;206;1;49;1;1;37;3;3;1;0;0;0;0;0;0;0;0;0;459;0;178;1;42;12;3;3
LA LIBERTAD;BOLIVAR;1303;14457;15982;14;9717;289;5303;0;1827;0;6758;0;1110;0;2247;0;295;0;1;1857;0;71;140;4;30;150;14;5;20;0;573;13;8;0;0;10;0;12;0;1;37;3;1;1;0;0;0;0;0;0;0;0;0;25;0;69;0;83;12;21;7
LA LIBERTAD;CHEPEN;1304;78418;86411;124;45034;925;18748;0;11154;0;25319;0;8878;0;16901;0;407;0;0;10806;0;425;1649;56;105;57;14;97;849;140;3578;621;69;5;6;130;0;66;0;1;37;3;1;1;0;0;0;0;0;0;0;0;0;946;0;166;0;84;12;4;1
LA LIBERTAD;GRAN CHIMU;1311;26892;28290;46;16255;540;10527;0;4070;0;9721;0;1740;0;4129;0;165;0;1;3241;0;130;875;18;124;75;14;21;95;0;2577;53;21;0;0;33;0;24;0;1;37;3;1;1;0;0;0;0;0;0;0;0;0;116;0;123;0;89;12;11;4
LA LIBERTAD;JULCAN;1305;28024;30987;19;19125;168;12438;0;3927;0;12329;0;1868;0;4439;0;86;0;1;4554;0;317;476;4;57;424;14;17;74;12;2095;50;25;0;0;38;0;25;0;1;37;3;1;1;0;0;0;0;0;0;0;0;0;91;0;136;0;89;12;11;4
LA LIBERTAD;OTUZCO;1306;77862;85091;34;49300;271;34897;0;11099;0;31062;0;4280;0;12762;0;698;0;1;9586;0;422;1741;30;104;307;14;63;303;49;4208;254;37;4;5;111;0;65;0;1;37;3;1;1;0;0;0;0;0;0;0;0;0;366;0;143;0;83;12;4;1
LA LIBERTAD;PACASMAYO;1307;102897;112970;133;59137;932;21744;0;15116;0;33168;0;9808;0;22115;0;444;0;0;12700;0;223;2608;31;209;325;14;76;1032;239;5641;168;91;3;3;126;0;72;0;1;37;3;3;1;0;0;0;0;0;0;0;0;0;1108;0;122;0;70;12;3;3
LA LIBERTAD;PATAZ;1308;76103;85092;29;47963;552;24887;0;7453;0;32807;0;5874;0;12207;0;1603;0;1;7703;0;392;510;15;117;61;14;43;79;211;2610;168;18;5;7;53;0;39;0;1;37;3;2;1;0;0;0;0;0;0;0;0;0;122;0;70;0;51;12;4;3
